Team,Season,SponsorName,SponsorIndustry,OriginalSponsorName,CorrectionID,Industry,Key
Williams,2020,Ponos,Technology,Ponos,,Technology,ponos
Williams,2020,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Williams,2020,APL,Apparel,APL,,Apparel & Sportswear,apl
Williams,2020,PPG,Industrial,PPG,,Industrial & Aerospace,ppg
Williams,2020,DTEX,Cybersecurity,DTEX,,Cybersecurity,dtex
Williams,2020,Thales,Aerospace,Thales,,Industrial & Aerospace,thales
Williams,2020,Precision Hydration,Beverages/Food,Precision Hydration,,Food & Beverage,precisionhydration
Williams,2020,Crew Clothing,Apparel,Crew Clothing,,Apparel & Sportswear,crewclothingcompany
Williams,2020,U Earth,Consumer Goods,U Earth,,Consumer Goods & Retail,uearth
Williams,2020,Michael Caines,Hospitality,Michael Caines,,"Travel, Hospitality & Logistics",michaelcaines
Williams,2020,Life Fitness,Fitness,Life Fitness,,Apparel & Sportswear,lifefitness
Williams,2020,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Alpine/Renault,2021,Castrol,Energy/Oil,Castrol,,Energy,castrol
Alpine/Renault,2021,RCi,Finance,RCi,,Financial Services,rci
Alpine/Renault,2021,MAPFRE,Insurance,MAPFRE,,Financial Services,mapfre
Alpine/Renault,2021,bp Ultimate,Energy/Oil,bp Ultimate,,Energy,bpultimate
Alpine/Renault,2021,Dupont,Chemicals,Dupont,,Industrial & Aerospace,dupont
Alpine/Renault,2021,Microsoft,Technology,Microsoft,,Technology,microsoft
Alpine/Renault,2021,Bell & Ross,Luxury Watches,Bell & Ross,,Luxury Watches,bellross
Alpine/Renault,2021,Eurodatacar,Technology,Eurodatacar,,Technology,eurodatacar
Alpine/Renault,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Alpine/Renault,2021,GENII,Investment,GENII,,Financial Services,geniicapital
Alpine/Renault,2021,Renault E-Tech,Automotive,Renault E-Tech,,Automotive,renaultetech
Alpine/Renault,2021,Yahoo!,Media,Yahoo!,,Media & Entertainment,yahoo
Alpine/Renault,2021,3D Systems,Technology,3D Systems,,Technology,3dsystems
Alpine/Renault,2021,Hewlett-Packard,Technology,Hewlett-Packard,,Technology,hewlettpackard
Alpine/Renault,2021,PerkinElmer,Life Sciences,PerkinElmer,,Other,perkinelmer
Alpine/Renault,2021,Le coq Sportif,Apparel,Le coq Sportif,,Apparel & Sportswear,lecoqsportif
Alpine/Renault,2021,GF Matching Solutions,Industrial,GF Matching Solutions,,Industrial & Aerospace,gfmachiningsolutions
Alpine/Renault,2021,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Alpine/Renault,2021,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Alpine/Renault,2021,Boeing,Aerospace,Boeing,,Industrial & Aerospace,boeing
Alpine/Renault,2021,Elysium,Technology,Elysium,,Technology,elysium
Alpine/Renault,2021,GCAPS,Technology,GCAPS,,Technology,gcaps
Alpine/Renault,2021,Hexis,Industrial,Hexis,,Industrial & Aerospace,hexis
Alpine/Renault,2021,Jabil,Technology,Jabil,,Technology,jabil
Alpine/Renault,2021,Linde,Industrial,Linde,,Industrial & Aerospace,linde
Alpine/Renault,2021,MATRIX,Technology,MATRIX,,Technology,matrix
Alpine/Renault,2021,Roland,Technology,Roland,,Technology,roland
Alpine/Renault,2021,Trak Racer,Consumer Goods,Trak Racer,,Consumer Goods & Retail,trackracer
Alpine/Renault,2021,Volume Graphics,Technology,Volume Graphics,,Technology,volumegraphics
Aston Martin/Racing Point/Force India,2021,Cognizant,Technology,Cognizant,,Technology,cognizant
Aston Martin/Racing Point/Force India,2021,Crypto.com,Cryptocurrency,Crypto.com,,Crypto & Web3,cryptocom
Aston Martin/Racing Point/Force India,2021,NetApp,Technology,NetApp,,Technology,netapp
Aston Martin/Racing Point/Force India,2021,SentinelOne,Cybersecurity,SentinelOne,,Cybersecurity,sentinelone
Aston Martin/Racing Point/Force India,2021,Bombardier,Aerospace,Bombardier,,Industrial & Aerospace,bombardier
Aston Martin/Racing Point/Force India,2021,Girard-Perregaux,Luxury Watches,Girard-Perregaux,,Luxury Watches,girardperregaux
Aston Martin/Racing Point/Force India,2021,Peroni,Beverages/Food,Peroni,,Food & Beverage,peroni
Aston Martin/Racing Point/Force India,2021,BWT,Water Technology,BWT,,Industrial & Aerospace,bwt
Aston Martin/Racing Point/Force India,2021,REPLAY,Fashion,REPLAY,,Luxury & Fashion,replay
Aston Martin/Racing Point/Force India,2021,Ravenol,Energy/Oil,Ravenol,,Energy,ravenol
Aston Martin/Racing Point/Force India,2021,EPOS,Consumer Electronics,EPOS,,Technology,epos
Aston Martin/Racing Point/Force India,2021,JCB,Industrial,JCB,,Industrial & Aerospace,jcb
Aston Martin/Racing Point/Force India,2021,EBB3,Technology,EBB3,,Technology,ebb3
Aston Martin/Racing Point/Force India,2021,UPS Direct,Logistics,UPS Direct,,"Travel, Hospitality & Logistics",upsdirect
Aston Martin/Racing Point/Force India,2021,STL,Technology,STL,,Technology,stl
Aston Martin/Racing Point/Force India,2021,Pelmark,Technology,Pelmark,,Technology,pelmark
Aston Martin/Racing Point/Force India,2021,Voip Unlimited,Telecom,Voip Unlimited,,Telecom,voipunlimited
Aston Martin/Racing Point/Force India,2021,Condeco,Technology,Condeco,,Technology,condeco
Aston Martin/Racing Point/Force India,2021,IFS,Technology,IFS,,Technology,ifs
Aston Martin/Racing Point/Force India,2021,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Aston Martin/Racing Point/Force India,2021,Hackett London,Fashion,Hackett London,,Luxury & Fashion,hackettlondon
Aston Martin/Racing Point/Force India,2021,AlpineStars,Apparel,AlpineStars,,Apparel & Sportswear,alpinestars
Aston Martin/Racing Point/Force India,2021,Oakley,Fashion,Oakley,,Luxury & Fashion,oakley
Aston Martin/Racing Point/Force India,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Ferrari,2021,Mission Winnow,Tobacco,Mission Winnow,,Other,missionwinnow
Ferrari,2021,Ray-Ban,Fashion,Ray-Ban,,Luxury & Fashion,rayban
Ferrari,2021,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
Ferrari,2021,Kaspersky,Cybersecurity,Kaspersky,,Cybersecurity,kaspersky
Ferrari,2021,UPS,Logistics,UPS,,"Travel, Hospitality & Logistics",ups
Ferrari,2021,Weichai,Industrial,Weichai,,Industrial & Aerospace,weichai
Ferrari,2021,Estrella Galicia,Beverages/Food,Estrella Galicia,,Food & Beverage,estrellagalicia
Ferrari,2021,OMR,Media,OMR,,Media & Entertainment,omr
Ferrari,2021,MAHLE,Automotive,MAHLE,,Automotive,mahle
Ferrari,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Ferrari,2021,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Ferrari,2021,Radiobook,Media,Radiobook,,Media & Entertainment,radiobook
Ferrari,2021,SKF,Industrial,SKF,,Industrial & Aerospace,skf
Ferrari,2021,Vistajet,Aviation,Vistajet,,"Travel, Hospitality & Logistics",vistajet
Ferrari,2021,Marelli,Automotive,Marelli,,Automotive,marelli
Ferrari,2021,NGK Spark Plugs,Automotive,NGK Spark Plugs,,Automotive,ngksparkplugs
Ferrari,2021,Brembo,Automotive,Brembo,,Automotive,brembo
Ferrari,2021,Experis,Staffing,Experis,,Business Services,experis
Ferrari,2021,Riedel,Technology,Riedel,,Technology,riedel
Ferrari,2021,Iveco,Automotive,Iveco,,Automotive,iveco
Ferrari,2021,Palantir,Technology,Palantir,,Technology,palantir
Ferrari,2021,Bell,Automotive,Bell,,Automotive,bell
Ferrari,2021,Technogym,Fitness,Technogym,,Apparel & Sportswear,technogym
Ferrari,2021,Alfa Romeo,Automotive,Alfa Romeo,,Automotive,alfaromeo
Ferrari,2021,Garrett,Automotive,Garrett,,Automotive,garrett
Ferrari,2021,Shell,Energy/Oil,Shell,,Energy,shell
Ferrari,2021,Giorgio Armani,Fashion,Giorgio Armani,,Luxury & Fashion,giorgioarmani
Ferrari,2021,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Haas,2021,Uralkali,Chemicals,Uralkali,,Industrial & Aerospace,uralkali
Haas,2021,1&1,Telecom,1&1,,Telecom,11
Haas,2021,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Haas,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Haas,2021,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Haas,2021,Stichd,Apparel,Stichd,,Apparel & Sportswear,stichd
Haas,2021,Haas Automation,Industrial,Haas Automation,,Industrial & Aerospace,haasautomation
Haas,2021,Ionos,Technology,Ionos,,Technology,ionos
Haas,2021,Under Armour,Apparel,Under Armour,,Apparel & Sportswear,underarmour
McLaren,2021,British-American Tobacco,Tobacco,British-American Tobacco,,Other,britishamericantobaccoabettertomorrow
McLaren,2021,Splunk,Technology,Splunk,,Technology,splunk
McLaren,2021,DarkTrace,Cybersecurity,DarkTrace,,Cybersecurity,darktrace
McLaren,2021,Dell,Technology,Dell,,Technology,delltechnologies
McLaren,2021,Huski Chocolate,Beverages/Food,Huski Chocolate,,Food & Beverage,huskichocolate
McLaren,2021,Gulf,Energy/Oil,Gulf,,Energy,gulf
McLaren,2021,Arrow,Technology,Arrow,,Technology,arrowelectronics
McLaren,2021,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
McLaren,2021,Hilton,Hospitality,Hilton,,"Travel, Hospitality & Logistics",hilton
McLaren,2021,Coca Cola,Beverages/Food,Coca Cola,,Food & Beverage,cocacola
McLaren,2021,Unilever,Consumer Goods,Unilever,,Consumer Goods & Retail,unilever
McLaren,2021,FxPro,Finance,FxPro,,Financial Services,fxpro
McLaren,2021,Deloitte,Professional Services,Deloitte,,Business Services,deloitte
McLaren,2021,TUMI,Fashion,TUMI,,Luxury & Fashion,tumi
McLaren,2021,Iqoniq,Apparel,Iqoniq,,Apparel & Sportswear,iqoniq
McLaren,2021,Mind,Technology,Mind,,Technology,mind
McLaren,2021,CNBC,Media,CNBC,,Media & Entertainment,cnbc
McLaren,2021,Klipsch,Consumer Electronics,Klipsch,,Technology,klipsch
McLaren,2021,Sparco,Automotive,Sparco,,Automotive,sparco
McLaren,2021,Volvo trucks,Automotive,Volvo trucks,,Automotive,volvotrucks
McLaren,2021,Enkei,Automotive,Enkei,,Automotive,enkei
McLaren,2021,Mazak,Industrial,Mazak,,Industrial & Aerospace,mazak
McLaren,2021,Marelli,Automotive,Marelli,,Automotive,marelli
McLaren,2021,Ashurst,Legal,Ashurst,,Business Services,ashurst
McLaren,2021,Stratasys,Technology,Stratasys,,Technology,stratasys
McLaren,2021,Kaust,Education,Kaust,,Business Services,kaust
McLaren,2021,Hookit,Technology,Hookit,,Technology,hookit
McLaren,2021,Alienware,Technology,Alienware,,Technology,alienware
McLaren,2021,Veloce Esports,Esports,Veloce Esports,,Media & Entertainment,veloceesports
McLaren,2021,Ultimotive,Automotive,Ultimotive,,Automotive,ultimotive
McLaren,2021,NEW ERA,Apparel,NEW ERA,,Apparel & Sportswear,newera
McLaren,2021,FAI Aviation Group,Aviation,FAI Aviation Group,,"Travel, Hospitality & Logistics",faiaviationgroup
McLaren,2021,Buzz & Co,Marketing,Buzz & Co,,Media & Entertainment,buzzco
McLaren,2021,Cisco Webex,Technology,Cisco Webex,,Technology,ciscowebex
McLaren,2021,Miory Steel,Industrial,Miory Steel,,Industrial & Aerospace,miorysteel
McLaren,2021,Garena,Technology,Garena,,Technology,garena
McLaren,2021,AkzoNobel-Sikkens,Industrial,AkzoNobel-Sikkens,,Industrial & Aerospace,akzonobelsikkens
McLaren,2021,Logitech G,Technology,Logitech G,,Technology,logitechg
McLaren,2021,QNTMPAY,Finance,QNTMPAY,,Financial Services,qntmpay
McLaren,2021,Bitci.com,Cryptocurrency,Bitci.com,,Crypto & Web3,bitcicom
McLaren,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Mercedes,2021,Petronas,Energy/Oil,Petronas,,Energy,petronas
Mercedes,2021,INEOS,Chemicals,INEOS,,Industrial & Aerospace,ineos
Mercedes,2021,UBS,Finance,UBS,,Financial Services,ubs
Mercedes,2021,Epson,Technology,Epson,,Technology,epson
Mercedes,2021,Bose,Consumer Electronics,Bose,,Technology,bose
Mercedes,2021,Tommy Hilfiger,Fashion,Tommy Hilfiger,,Luxury & Fashion,tommyhilfiger
Mercedes,2021,IWC,Luxury Watches,IWC,,Luxury Watches,iwc
Mercedes,2021,Hewlett Packard,Technology,Hewlett Packard,,Technology,hewlettpackard
Mercedes,2021,The Ritz-Carlton,Hospitality,The Ritz-Carlton,,"Travel, Hospitality & Logistics",theritzcarlton
Mercedes,2021,Monster Energy,Beverages/Food,Monster Energy,,Food & Beverage,monsterenergy
Mercedes,2021,Pure Storage,Technology,Pure Storage,,Technology,purestorage
Mercedes,2021,CrowdStrike,Cybersecurity,CrowdStrike,,Cybersecurity,crowdstrike
Mercedes,2021,TIBCO,Technology,TIBCO,,Technology,tibco
Mercedes,2021,AMD,Technology,AMD,,Technology,amd
Mercedes,2021,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Mercedes,2021,Police,Fashion,Police,,Luxury & Fashion,policeeyewear
Mercedes,2021,OZ Racing,Automotive,OZ Racing,,Automotive,ozracing
Mercedes,2021,Endless,Automotive,Endless,,Automotive,endless
Mercedes,2021,Axalta,Industrial,Axalta,,Industrial & Aerospace,axalta
Mercedes,2021,Belstaff,Fashion,Belstaff,,Luxury & Fashion,belstaff
Mercedes,2021,Marriott Bonvoy,Hospitality,Marriott Bonvoy,,"Travel, Hospitality & Logistics",marriottbonvoy
Mercedes,2021,TeamViewer,Technology,TeamViewer,,Technology,teamviewer
Mercedes,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2021,myWorld,Finance,myWorld,,Financial Services,myworld
RB/AlphaTauri/Toro Rosso,2021,Edifice Casio,Consumer Electronics,Edifice Casio,,Technology,edificecasio
RB/AlphaTauri/Toro Rosso,2021,AlphaTauri,Apparel,AlphaTauri,,Apparel & Sportswear,alphatauri
RB/AlphaTauri/Toro Rosso,2021,Honda,Automotive,Honda,,Automotive,honda
RB/AlphaTauri/Toro Rosso,2021,Randstad,Staffing,Randstad,,Business Services,randstad
RB/AlphaTauri/Toro Rosso,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2021,RDS,Technology,RDS,,Technology,rds
RB/AlphaTauri/Toro Rosso,2021,Riedel,Technology,Riedel,,Technology,riedel
RB/AlphaTauri/Toro Rosso,2021,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
RB/AlphaTauri/Toro Rosso,2021,DAZN,Media,DAZN,,Media & Entertainment,dazn
Red Bull Racing,2021,Rauch,Beverages/Food,Rauch,,Food & Beverage,rauch
Red Bull Racing,2021,Honda,Automotive,Honda,,Automotive,honda
Red Bull Racing,2021,Mobil 1 Esso,Energy/Oil,Mobil 1 Esso,,Energy,mobil1esso
Red Bull Racing,2021,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Red Bull Racing,2021,Tag Heuer,Luxury Watches,Tag Heuer,,Luxury Watches,tagheuer
Red Bull Racing,2021,Citrix,Technology,Citrix,,Technology,citrix
Red Bull Racing,2021,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Red Bull Racing,2021,AT&T,Telecom,AT&T,,Telecom,att
Red Bull Racing,2021,Inter,Finance,Inter,,Financial Services,intermx
Red Bull Racing,2021,Hewlett Packard,Technology,Hewlett Packard,,Technology,hewlettpackard
Red Bull Racing,2021,Telcel,Telecom,Telcel,,Telecom,telcel
Red Bull Racing,2021,Iris,Technology,Iris,,Technology,iris
Red Bull Racing,2021,AlphaTauri,Apparel,AlphaTauri,,Apparel & Sportswear,alphatauri
Red Bull Racing,2021,Hexagon,Technology,Hexagon,,Technology,hexagon
Red Bull Racing,2021,DMG Mori,Industrial,DMG Mori,,Industrial & Aerospace,dmgmori
Red Bull Racing,2021,Ansys,Technology,Ansys,,Technology,ansys
Red Bull Racing,2021,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Red Bull Racing,2021,OZ Racing,Automotive,OZ Racing,,Automotive,ozracing
Red Bull Racing,2021,PWR,Automotive,PWR,,Automotive,pwr
Red Bull Racing,2021,Gold Standard,Finance,Gold Standard,,Financial Services,goldstandard
Red Bull Racing,2021,PRECOR,Fitness,PRECOR,,Apparel & Sportswear,precor
Red Bull Racing,2021,Oura,Technology,Oura,,Technology,oura
Red Bull Racing,2021,Claro,Telecom,Claro,,Telecom,claro
Red Bull Racing,2021,America Movil,Telecom,America Movil,,Telecom,americamovil
Red Bull Racing,2021,Therabody,Fitness,Therabody,,Apparel & Sportswear,therabody
Red Bull Racing,2021,Oracle,Technology,Oracle,,Technology,oracle
Red Bull Racing,2021,Walmart,Retail,Walmart,,Consumer Goods & Retail,walmart
Red Bull Racing,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Sauber/Alfa Romeo,2021,Alfa Romeo,Automotive,Alfa Romeo,,Automotive,alfaromeo
Sauber/Alfa Romeo,2021,PKN Orlen,Energy/Oil,PKN Orlen,,Energy,pknorlen
Sauber/Alfa Romeo,2021,Adler Pelzer Group,Industrial,Adler Pelzer Group,,Industrial & Aerospace,adlerpelzergroup
Sauber/Alfa Romeo,2021,Acer,Technology,Acer,,Technology,acer
Sauber/Alfa Romeo,2021,Built for Athletes,Apparel,Built for Athletes,,Apparel & Sportswear,builtforathletes
Sauber/Alfa Romeo,2021,Carrera,Consumer Goods,Carrera,,Consumer Goods & Retail,carrera
Sauber/Alfa Romeo,2021,Singha,Beverages/Food,Singha,,Food & Beverage,singha
Sauber/Alfa Romeo,2021,Additive Industries,Industrial,Additive Industries,,Industrial & Aerospace,additiveindustries
Sauber/Alfa Romeo,2021,IQONIQ,Apparel,IQONIQ,,Apparel & Sportswear,iqoniq
Sauber/Alfa Romeo,2021,Iveco,Automotive,Iveco,,Automotive,iveco
Sauber/Alfa Romeo,2021,Livinguard,Health,Livinguard,,Other,livinguard
Sauber/Alfa Romeo,2021,Marelli,Automotive,Marelli,,Automotive,marelli
Sauber/Alfa Romeo,2021,Mitsubishi Electric,Industrial,Mitsubishi Electric,,Industrial & Aerospace,mitsubishielectric
Sauber/Alfa Romeo,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Sauber/Alfa Romeo,2021,Save the Children,Nonprofit,Save the Children,,Other,savethechildren
Sauber/Alfa Romeo,2021,Sparco,Automotive,Sparco,,Automotive,sparco
Sauber/Alfa Romeo,2021,Walter Meier,Industrial,Walter Meier,,Industrial & Aerospace,waltermeier
Sauber/Alfa Romeo,2021,Zadara,Technology,Zadara,,Technology,zadara
Sauber/Alfa Romeo,2021,AB Dynamics,Technology,AB Dynamics,,Technology,abdynamics
Sauber/Alfa Romeo,2021,Brutsch-Ruegger,Industrial,Brutsch-Ruegger,,Industrial & Aerospace,brutschruegger
Sauber/Alfa Romeo,2021,Riedel,Technology,Riedel,,Technology,riedel
Williams,2021,Sofina,Investment,Sofina,,Financial Services,sofina
Williams,2021,Lavazza,Beverages/Food,Lavazza,,Food & Beverage,lavazza
Williams,2021,Acronis,Cybersecurity,Acronis,,Cybersecurity,acronis
Williams,2021,Versa,Technology,Versa,,Technology,versa
Williams,2021,Financial Times,Media,Financial Times,,Media & Entertainment,financialtimes
Williams,2021,PONOS,Technology,PONOS,,Technology,ponos
Williams,2021,Symantec,Cybersecurity,Symantec,,Cybersecurity,symantec
Williams,2021,IQONIQ,Apparel,IQONIQ,,Apparel & Sportswear,iqoniq
Williams,2021,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Williams,2021,Umbro,Apparel,Umbro,,Apparel & Sportswear,umbro
Williams,2021,PPG,Industrial,PPG,,Industrial & Aerospace,ppg
Williams,2021,Thales,Aerospace,Thales,,Industrial & Aerospace,thales
Williams,2021,Precision Hydration,Beverages/Food,Precision Hydration,,Food & Beverage,precisionhydration
Williams,2021,Crew Clothing,Apparel,Crew Clothing,,Apparel & Sportswear,crewclothingcompany
Williams,2021,U-Earth,Consumer Goods,U-Earth,,Consumer Goods & Retail,uearth
Williams,2021,Life Fitness,Fitness,Life Fitness,,Apparel & Sportswear,lifefitness
Williams,2021,Spinal Injuries Association (sia),Nonprofit,Spinal Injuries Association (sia),,Other,spinalinjuriesassociationsia
Williams,2021,Honibe,Consumer Goods,Honibe,,Consumer Goods & Retail,honibe
Williams,2021,Bremont,Luxury Watches,Bremont,,Luxury Watches,bremont
Williams,2021,Zeiss,Technology,Zeiss,,Technology,zeiss
Williams,2021,KX,Technology,KX,,Technology,kx
Williams,2021,DTEX,Cybersecurity,DTEX,,Cybersecurity,dtex
Williams,2021,B&R,Technology,B&R,,Technology,br
Williams,2021,Nexa 3D,Technology,Nexa 3D,,Technology,nexa3d
Williams,2021,OMP,Automotive,OMP,,Automotive,omp
Alpine/Renault,2022,BWT,Water Technology,BWT,,Industrial & Aerospace,bwt
Alpine/Renault,2022,Castrol,Energy/Oil,Castrol,,Energy,castrol
Alpine/Renault,2022,British Petroleum,Energy/Oil,British Petroleum,,Energy,britishpetroleum
Alpine/Renault,2022,RCI Bank and Services,Finance,RCI Bank and Services,,Financial Services,rcibankandservices
Alpine/Renault,2022,Mapfre,Insurance,Mapfre,,Financial Services,mapfre
Alpine/Renault,2022,Renault E-Tech,Automotive,Renault E-Tech,,Automotive,renaultetech
Alpine/Renault,2022,Microsoft,Technology,Microsoft,,Technology,microsoft
Alpine/Renault,2022,Mandiant,Cybersecurity,Mandiant,,Cybersecurity,mandiant
Alpine/Renault,2022,Binance,Crypto/Web3,Binance,,Crypto & Web3,binance
Alpine/Renault,2022,Dupont,Chemicals,Dupont,,Industrial & Aerospace,dupont
Alpine/Renault,2022,Plug Power,Energy,Plug Power,,Energy,plugpower
Alpine/Renault,2022,Delphi Technologies,Automotive,Delphi Technologies,,Automotive,delphi
Alpine/Renault,2022,Data.ai,Technology,Data.ai,,Technology,dataai
Alpine/Renault,2022,Bell and Ross,Luxury Watches,Bell and Ross,,Luxury Watches,bellross
Alpine/Renault,2022,Kappa,Apparel,Kappa,,Apparel & Sportswear,kappa
Alpine/Renault,2022,Sprinklr,Technology,Sprinklr,,Technology,sprinklr
Alpine/Renault,2022,Boeing,Aerospace,Boeing,,Industrial & Aerospace,boeing
Alpine/Renault,2022,Genii,Investment,Genii,,Financial Services,geniicapital
Alpine/Renault,2022,Eurodatacar,Technology,Eurodatacar,,Technology,eurodatacar
Alpine/Renault,2022,Perkin Elmer,Life Sciences,Perkin Elmer,,Other,perkinelmer
Alpine/Renault,2022,Shamir,Consumer Goods,Shamir,,Consumer Goods & Retail,shamir
Alpine/Renault,2022,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Alpine/Renault,2022,Yahoo,Media,Yahoo,,Media & Entertainment,yahoo
Alpine/Renault,2022,3D Systems,Technology,3D Systems,,Technology,3dsystems
Alpine/Renault,2022,AlpineStars,Apparel,AlpineStars,,Apparel & Sportswear,alpinestars
Alpine/Renault,2022,Alpine Eyewear,Fashion,Alpine Eyewear,,Luxury & Fashion,alpineeyewear
Alpine/Renault,2022,Elysium,Technology,Elysium,,Technology,elysium
Alpine/Renault,2022,GCaps,Technology,GCaps,,Technology,gcaps
Alpine/Renault,2022,Hexis,Industrial,Hexis,,Industrial & Aerospace,hexis
Alpine/Renault,2022,KX,Technology,KX,,Technology,kx
Alpine/Renault,2022,K-Way,Apparel,K-Way,,Apparel & Sportswear,kway
Alpine/Renault,2022,Linde,Industrial,Linde,,Industrial & Aerospace,linde
Alpine/Renault,2022,Matrix,Technology,Matrix,,Technology,matrix
Alpine/Renault,2022,Roland,Technology,Roland,,Technology,roland
Alpine/Renault,2022,Trak Racer,Consumer Goods,Trak Racer,,Consumer Goods & Retail,trackracer
Alpine/Renault,2022,Volume Graphics,Technology,Volume Graphics,,Technology,volumegraphics
Aston Martin/Racing Point/Force India,2022,Cognizant,Technology,Cognizant,,Technology,cognizant
Aston Martin/Racing Point/Force India,2022,Aramco,Energy/Oil,Aramco,,Energy,aramco
Aston Martin/Racing Point/Force India,2022,Peroni 0.0,Beverages/Food,Peroni 0.0,,Food & Beverage,peroni00
Aston Martin/Racing Point/Force India,2022,Crypto.com,Crypto/Web3,Crypto.com,,Crypto & Web3,cryptocom
Aston Martin/Racing Point/Force India,2022,JCB,Industrial,JCB,,Industrial & Aerospace,jcb
Aston Martin/Racing Point/Force India,2022,NetApp,Technology,NetApp,,Technology,netapp
Aston Martin/Racing Point/Force India,2022,Sentinel One,Cybersecurity,Sentinel One,,Cybersecurity,sentinelone
Aston Martin/Racing Point/Force India,2022,Juniper Networks,Technology,Juniper Networks,,Technology,junipernetworks
Aston Martin/Racing Point/Force India,2022,EPOS,Consumer Electronics,EPOS,,Technology,epos
Aston Martin/Racing Point/Force India,2022,Girard-Perregaux,Luxury Watches,Girard-Perregaux,,Luxury Watches,girardperregaux
Aston Martin/Racing Point/Force India,2022,Socios,Crypto/Web3,Socios,,Crypto & Web3,socioscom
Aston Martin/Racing Point/Force India,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Aston Martin/Racing Point/Force India,2022,Bombardier,Aerospace,Bombardier,,Industrial & Aerospace,bombardier
Aston Martin/Racing Point/Force India,2022,TikTok,Media,TikTok,,Media & Entertainment,tiktok
Aston Martin/Racing Point/Force India,2022,Oakley,Fashion,Oakley,,Luxury & Fashion,oakley
Aston Martin/Racing Point/Force India,2022,Ogio,Travel/Luggage,Ogio,,Luxury & Fashion,ogio
Aston Martin/Racing Point/Force India,2022,Hackett London,Fashion,Hackett London,,Luxury & Fashion,hackettlondon
Aston Martin/Racing Point/Force India,2022,IFS,Technology,IFS,,Technology,ifs
Aston Martin/Racing Point/Force India,2022,Altair,Technology,Altair,,Technology,altair
Aston Martin/Racing Point/Force India,2022,Ebb,Technology,Ebb,,Technology,ebb3
Aston Martin/Racing Point/Force India,2022,STL,Technology,STL,,Technology,stl
Aston Martin/Racing Point/Force India,2022,Pelmar,Technology,Pelmar,,Technology,pelmark
Aston Martin/Racing Point/Force India,2022,Voip Unlimited,Telecom,Voip Unlimited,,Telecom,voipunlimited
Aston Martin/Racing Point/Force India,2022,AlpineStars,Apparel,AlpineStars,,Apparel & Sportswear,alpinestars
Aston Martin/Racing Point/Force India,2022,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Ferrari,2022,Shell,Energy/Oil,Shell,,Energy,shell
Ferrari,2022,Santander,Finance,Santander,,Financial Services,santander
Ferrari,2022,Velas,Crypto/Web3,Velas,,Crypto & Web3,velas
Ferrari,2022,Snapdragon,Technology,Snapdragon,,Technology,snapdragon
Ferrari,2022,Ray-Ban,Fashion,Ray-Ban,,Luxury & Fashion,rayban
Ferrari,2022,Amazon Web Services,Technology,Amazon Web Services,,Technology,amazonwebservices
Ferrari,2022,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
Ferrari,2022,Ceva Logistics,Logistics,Ceva Logistics,,"Travel, Hospitality & Logistics",cevalogistics
Ferrari,2022,Estrella Galicia,Beverages/Food,Estrella Galicia,,Food & Beverage,estrellagalicia
Ferrari,2022,Palantir,Technology,Palantir,,Technology,palantir
Ferrari,2022,OMR,Media,OMR,,Media & Entertainment,omr
Ferrari,2022,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Ferrari,2022,Kaspersky,Cybersecurity,Kaspersky,,Cybersecurity,kaspersky
Ferrari,2022,RadioBook,Media,RadioBook,,Media & Entertainment,radiobook
Ferrari,2022,VistaJet,Aviation,VistaJet,,"Travel, Hospitality & Logistics",vistajet
